customer_id,gender,education,marital_status,loyalty_card,enrollment_type,has_cancellation,clv,observed_months,active_months,total_flights,total_distance,avg_monthly_flights,avg_monthly_distance,total_points_accumulated,total_points_redeemed,redemption_months,has_lifecycle_flight_activity,has_lifecycle_points_redeemed,engagement_score,engagement_segment,value_segment,churn_status,months_to_cancellation,churn_probability,predicted_churn_010,risk_band
273243,Male,College,Divorced,Star,Standard,false,2004.35,24,6,11,22239,0.4583333333333333,926.625,22239.0,1131,2,true,true,20.55,Very Low Engagement,Low Value,not_churned,,0.060597281293435216,0,Low Risk
153884,Male,College,Divorced,Star,Standard,false,2004.35,24,14,34,55936,1.4166666666666667,2330.6666666666665,55936.0,575,1,true,true,57.47,Engaged,Low Value,not_churned,,0.03991445452182784,0,Low Risk
470022,Male,College,Single,Star,Standard,false,2009.77,24,16,34,48179,1.4166666666666667,2007.4583333333333,48179.0,2049,3,true,true,59.1,Engaged,Low Value,not_churned,,0.058632374132265346,0,Low Risk
370443,Female,College,Single,Star,Standard,true,2009.77,24,13,40,74737,1.6666666666666667,3114.0416666666665,74737.0,1376,2,true,true,69.77,Engaged,Low Value,churned,49,0.5224532883206998,1,Very High Risk
694915,Male,College,Single,Star,Standard,false,2030.78,24,7,25,40495,1.0416666666666667,1687.2916666666667,40495.0,0,0,true,false,30.76,Low Engagement,Low Value,not_churned,,0.049361180859030955,0,Low Risk
352170,Female,College,Single,Star,Standard,false,2030.78,24,16,40,60687,1.6666666666666667,2528.625,60687.0,370,1,true,true,73.1,Engaged,Low Value,not_churned,,0.12829124716414111,1,Moderate Risk
987921,Male,College,Single,Star,Standard,false,2034.99,24,17,48,83822,2.0,3492.5833333333335,83822.0,1041,2,true,true,90.54,Highly Engaged,Low Value,not_churned,,0.08699058930900457,0,Low Risk
127663,Female,College,Single,Star,Standard,false,2034.99,24,13,42,78635,1.75,3276.4583333333335,78635.0,937,2,true,true,72.68,Engaged,Low Value,not_churned,,0.05332928136626163,0,Low Risk
228748,Male,College,Single,Star,Standard,false,2050.62,24,17,49,64949,2.0416666666666665,2706.2083333333335,64949.0,0,0,true,false,85.5,Highly Engaged,Low Value,not_churned,,0.11934811257653836,1,Moderate Risk
954453,Female,College,Single,Star,Standard,false,2050.62,24,11,35,64991,1.4583333333333333,2707.9583333333335,64991.0,1030,2,true,true,56.49,Engaged,Low Value,not_churned,,0.031262384478300966,0,Low Risk
255546,Male,College,Single,Star,Standard,false,2063.39,24,15,48,82143,2.0,3422.625,82143.0,1189,3,true,true,84.29,Highly Engaged,Low Value,not_churned,,0.01799716127220162,0,Low Risk
988307,Male,College,Single,Star,Standard,false,2063.39,24,16,56,74733,2.3333333333333335,3113.875,74733.0,0,0,true,false,88.77,Highly Engaged,Low Value,not_churned,,0.10149433809843386,1,Moderate Risk
841249,Female,College,Single,Star,Standard,false,2064.46,24,16,52,86146,2.1666666666666665,3589.4166666666665,86146.0,2138,5,true,true,89.94,Highly Engaged,Low Value,not_churned,,0.02630345809642222,0,Low Risk
727873,Female,College,Single,Star,Standard,false,2064.46,24,6,17,16611,0.7083333333333334,692.125,16611.0,1448,3,true,true,21.12,Very Low Engagement,Low Value,not_churned,,0.03678851380275831,0,Low Risk
300465,Male,College,Single,Star,Standard,false,2064.7,24,10,29,49692,1.2083333333333333,2070.5,49692.0,557,1,true,true,40.62,Low Engagement,Low Value,not_churned,,0.04197106435170949,0,Low Risk
660768,Male,College,Single,Star,Standard,false,2064.7,24,14,38,51949,1.5833333333333333,2164.5416666666665,51949.0,718,1,true,true,58.97,Engaged,Low Value,not_churned,,0.05136088352939186,0,Low Risk
673301,Male,College,Single,Star,Standard,true,2086.61,24,15,36,60946,1.5,2539.4166666666665,60946.0,1563,3,true,true,65.81,Engaged,Low Value,churned,19,0.04567027248970365,0,Low Risk
102299,Female,College,Single,Star,Standard,false,2089.34,24,16,48,59570,2.0,2482.0833333333335,59570.0,0,0,true,false,79.0,Highly Engaged,Low Value,not_churned,,0.07792214644077101,0,Low Risk
520207,Female,College,Single,Star,Standard,false,2108.49,24,14,38,52575,1.5833333333333333,2190.625,52575.0,2157,4,true,true,59.37,Engaged,Low Value,not_churned,,0.03925511038010281,0,Low Risk
547561,Male,College,Single,Star,Standard,false,2108.49,24,10,36,53131,1.5,2213.7916666666665,53131.0,0,0,true,false,49.08,Low Engagement,Low Value,not_churned,,0.056401256734703295,0,Low Risk
590981,Female,College,Single,Star,Standard,false,2113.86,24,11,30,42656,1.25,1777.3333333333333,42656.0,0,0,true,false,38.81,Low Engagement,Low Value,not_churned,,0.10287370868961122,1,Moderate Risk
769023,Male,College,Single,Star,Standard,true,2113.86,24,10,30,44230,1.25,1842.9166666666667,44230.0,0,0,true,false,38.29,Low Engagement,Low Value,churned,44,0.046057874995800885,0,Low Risk
300676,Female,College,Single,Star,Standard,false,2114.74,24,15,43,65921,1.7916666666666667,2746.7083333333335,65921.0,978,2,true,true,75.66,Highly Engaged,Low Value,not_churned,,0.1010341807905611,1,Moderate Risk
425779,Male,College,Single,Star,Standard,true,2117.99,24,3,11,13436,0.4583333333333333,559.8333333333334,13436.0,577,1,true,true,16.15,Very Low Engagement,Low Value,churned,8,0.10530501250377561,1,Moderate Risk
366487,Female,College,Single,Star,Standard,false,2121.31,24,12,25,37529,1.0416666666666667,1563.7083333333333,37529.0,486,1,true,true,35.41,Low Engagement,Low Value,not_churned,,0.04175776051540557,0,Low Risk
659147,Male,College,Single,Star,Standard,false,2121.31,24,17,50,75446,2.0833333333333335,3143.5833333333335,75446.0,3377,7,true,true,90.1,Highly Engaged,Low Value,not_churned,,0.013377089013896682,0,Low Risk
928438,Male,College,Single,Star,2018 Promotion,false,2121.65,11,9,77,130621,7.0,11874.636363636364,195931.5,375,1,true,true,76.89,Highly Engaged,Low Value,not_churned,,0.08327744692428836,0,Low Risk
796104,Female,College,Single,Star,Standard,false,2121.65,24,10,28,43492,1.1666666666666667,1812.1666666666667,43492.0,1496,3,true,true,36.5,Low Engagement,Low Value,not_churned,,0.024219478346406136,0,Low Risk
778952,Male,College,Married,Star,Standard,false,2124.17,24,16,40,44659,1.6666666666666667,1860.7916666666667,44659.0,2662,5,true,true,63.37,Engaged,Low Value,not_churned,,0.03506013375142349,0,Low Risk
488872,Male,College,Divorced,Star,Standard,false,2127.92,24,13,43,56605,1.7916666666666667,2358.5416666666665,56605.0,985,2,true,true,63.88,Engaged,Low Value,not_churned,,0.06560190726964889,0,Low Risk
295423,Male,College,Divorced,Star,Standard,false,2127.92,24,18,41,51253,1.7083333333333333,2135.5416666666665,51253.0,0,0,true,false,72.88,Engaged,Low Value,not_churned,,0.06269436286044816,0,Low Risk
890447,Male,College,Single,Star,Standard,false,2128.62,24,14,42,52258,1.75,2177.4166666666665,52258.0,1604,3,true,true,63.31,Engaged,Low Value,not_churned,,0.10901571236428584,1,Moderate Risk
444997,Female,College,Single,Star,Standard,false,2128.62,24,13,39,59295,1.625,2470.625,59295.0,0,0,true,false,61.47,Engaged,Low Value,not_churned,,0.05025607999242654,0,Low Risk
167587,Male,College,Divorced,Star,Standard,false,2129.06,24,17,48,70362,2.0,2931.75,70362.0,1069,2,true,true,87.34,Highly Engaged,Low Value,not_churned,,0.038829566252271804,0,Low Risk
495707,Female,College,Single,Star,Standard,false,2130.35,24,11,23,38583,0.9583333333333334,1607.625,38583.0,0,0,true,false,33.26,Low Engagement,Low Value,not_churned,,0.03984933633861396,0,Low Risk
431021,Male,College,Single,Star,Standard,false,2132.77,24,13,39,64074,1.625,2669.75,64074.0,1065,2,true,true,64.21,Engaged,Low Value,not_churned,,0.054047839373147784,0,Low Risk
928868,Female,College,Single,Star,Standard,false,2132.77,24,12,33,53071,1.375,2211.2916666666665,53071.0,318,1,true,true,49.12,Low Engagement,Low Value,not_churned,,0.06731676485767818,0,Low Risk
140005,Male,College,Married,Star,Standard,false,2141.75,24,10,29,47212,1.2083333333333333,1967.1666666666667,47212.0,0,0,true,false,39.16,Low Engagement,Low Value,not_churned,,0.07048920718659303,0,Low Risk
539436,Female,College,Single,Star,Standard,false,2141.98,24,12,31,42754,1.2916666666666667,1781.4166666666667,42754.0,1524,3,true,true,41.33,Low Engagement,Low Value,not_churned,,0.07250158926571808,0,Low Risk
187902,Male,College,Single,Star,Standard,false,2141.98,24,7,12,18989,0.5,791.2083333333334,18989.0,0,0,true,false,21.33,Very Low Engagement,Low Value,not_churned,,0.05332519317138005,0,Low Risk
798351,Male,College,Single,Star,Standard,false,2144.92,24,13,35,44446,1.4583333333333333,1851.9166666666667,44446.0,1054,2,true,true,48.36,Low Engagement,Low Value,not_churned,,0.0646609477231141,0,Low Risk
304620,Male,College,Single,Star,Standard,true,2144.92,24,6,21,15647,0.875,651.9583333333334,15647.0,489,1,true,true,22.1,Very Low Engagement,Low Value,churned,8,0.12464199529238347,1,Moderate Risk
749827,Male,College,Single,Star,Standard,false,2147.66,24,7,22,35756,0.9166666666666666,1489.8333333333333,35756.0,1133,2,true,true,27.77,Low Engagement,Low Value,not_churned,,0.08292792217652933,0,Low Risk
423035,Male,College,Single,Star,Standard,false,2150.18,24,16,41,63284,1.7083333333333333,2636.8333333333335,63284.0,1797,3,true,true,75.59,Highly Engaged,Low Value,not_churned,,0.056401256734703295,0,Low Risk
726932,Male,College,Single,Star,Standard,false,2150.18,24,12,34,55139,1.4166666666666667,2297.4583333333335,55139.0,773,2,true,true,51.42,Engaged,Low Value,not_churned,,0.04117517630541819,0,Low Risk
777514,Male,College,Single,Star,Standard,false,2150.91,24,10,25,39079,1.0416666666666667,1628.2916666666667,39079.0,549,1,true,true,32.99,Low Engagement,Low Value,not_churned,,0.10544715251097452,1,Moderate Risk
290356,Female,College,Single,Star,2018 Promotion,true,2150.91,11,5,28,39190,2.5454545454545454,3562.7272727272725,58785.0,813,2,true,true,29.77,Low Engagement,Low Value,churned,8,0.36905200878800737,1,High Risk
114638,Male,College,Single,Star,Standard,false,2152.08,24,17,51,63893,2.125,2662.2083333333335,63893.0,495,1,true,true,85.79,Highly Engaged,Low Value,not_churned,,0.06575347155215086,0,Low Risk
612795,Male,College,Single,Star,Standard,false,2152.08,24,17,48,63937,2.0,2664.0416666666665,63937.0,409,1,true,true,84.27,Highly Engaged,Low Value,not_churned,,0.015833558146112234,0,Low Risk
410544,Male,College,Single,Star,Standard,false,2154.07,24,15,40,61098,1.6666666666666667,2545.75,61098.0,564,1,true,true,70.08,Engaged,Low Value,not_churned,,0.05301916054347155,0,Low Risk
842049,Male,College,Single,Star,Standard,false,2155.21,24,14,36,47433,1.5,1976.375,47433.0,826,2,true,true,54.16,Engaged,Low Value,not_churned,,0.10162980825572511,1,Moderate Risk
430048,Male,College,Married,Star,Standard,false,2159.25,24,16,46,67177,1.9166666666666667,2799.0416666666665,67177.0,2673,5,true,true,81.95,Highly Engaged,Low Value,not_churned,,0.06944322875009053,0,Low Risk
608384,Female,College,Married,Star,Standard,false,2159.25,24,17,39,56430,1.625,2351.25,56430.0,1536,3,true,true,72.12,Engaged,Low Value,not_churned,,0.0926953059652192,0,Low Risk
397141,Female,College,Single,Star,Standard,false,2160.92,24,14,38,53349,1.5833333333333333,2222.875,53349.0,382,1,true,true,59.86,Engaged,Low Value,not_churned,,0.04637498005221273,0,Low Risk
689909,Male,College,Single,Star,Standard,false,2161.69,24,13,26,39896,1.0833333333333333,1662.3333333333333,39896.0,567,1,true,true,39.22,Low Engagement,Low Value,not_churned,,0.06669775442736788,0,Low Risk
200012,Female,College,Single,Star,Standard,false,2161.69,24,13,23,37550,0.9583333333333334,1564.5833333333333,37550.0,367,1,true,true,37.01,Low Engagement,Low Value,not_churned,,0.0646936068500235,0,Low Risk
677141,Female,College,Single,Star,Standard,false,2162.42,24,21,69,99227,2.875,4134.458333333333,99227.0,888,2,true,true,98.97,Highly Engaged,Low Value,not_churned,,0.0769786317401658,0,Low Risk
772952,Male,College,Single,Star,Standard,false,2162.42,24,12,32,51256,1.3333333333333333,2135.6666666666665,51256.0,1471,3,true,true,47.04,Low Engagement,Low Value,not_churned,,0.08224342126844754,0,Low Risk
994285,Female,College,Single,Star,Standard,false,2163.87,24,12,22,39273,0.9166666666666666,1636.375,39273.0,394,1,true,true,34.92,Low Engagement,Low Value,not_churned,,0.041378672370316824,0,Low Risk
237729,Female,College,Single,Star,Standard,false,2163.87,24,16,40,60777,1.6666666666666667,2532.375,60777.0,1905,3,true,true,73.16,Engaged,Low Value,not_churned,,0.08336790526629863,0,Low Risk
165443,Male,College,Single,Star,Standard,false,2167.33,24,11,29,39324,1.2083333333333333,1638.5,39324.0,448,1,true,true,36.61,Low Engagement,Low Value,not_churned,,0.05232709745701557,0,Low Risk
858669,Female,College,Single,Star,Standard,false,2167.33,24,16,42,50174,1.75,2090.5833333333335,50174.0,537,1,true,true,68.52,Engaged,Low Value,not_churned,,0.038571669582102557,0,Low Risk
962011,Female,College,Single,Star,Standard,false,2168.52,24,14,39,67111,1.625,2796.2916666666665,67111.0,1903,3,true,true,68.92,Engaged,Low Value,not_churned,,0.041791797702304546,0,Low Risk
261787,Male,College,Single,Star,Standard,false,2168.52,24,18,47,78957,1.9583333333333333,3289.875,78957.0,2260,5,true,true,91.07,Highly Engaged,Low Value,not_churned,,0.051947823957873424,0,Low Risk
731510,Female,Master,Married,Star,Standard,false,2174.11,24,18,43,67206,1.7916666666666667,2800.25,67206.0,1675,4,true,true,84.24,Highly Engaged,Low Value,not_churned,,0.06725152576447258,0,Low Risk
128210,Male,College,Single,Star,Standard,false,2175.62,24,13,37,47016,1.5416666666666667,1959.0,47016.0,0,0,true,false,51.77,Engaged,Low Value,not_churned,,0.05275170969518742,0,Low Risk
322193,Male,College,Single,Star,Standard,false,2175.62,24,19,41,61622,1.7083333333333333,2567.5833333333335,61622.0,1252,2,true,true,80.48,Highly Engaged,Low Value,not_churned,,0.029923517113450825,0,Low Risk
316308,Male,College,Single,Star,Standard,false,2175.74,24,8,28,49492,1.1666666666666667,2062.1666666666665,49492.0,426,1,true,true,37.99,Low Engagement,Low Value,not_churned,,0.031504089849702814,0,Low Risk
755367,Female,College,Single,Star,Standard,false,2175.74,24,16,36,52379,1.5,2182.4583333333335,52379.0,1531,3,true,true,63.71,Engaged,Low Value,not_churned,,0.04143599504586696,0,Low Risk
970639,Female,College,Single,Star,Standard,false,2178.52,24,15,42,68029,1.75,2834.5416666666665,68029.0,1213,2,true,true,75.7,Highly Engaged,Low Value,not_churned,,0.04799991127771784,0,Low Risk
492575,Female,College,Single,Star,Standard,true,2179.43,24,6,25,37754,1.0416666666666667,1573.0833333333333,37754.0,600,1,true,true,28.63,Low Engagement,Low Value,churned,8,0.42010647216858105,1,Very High Risk
238342,Male,College,Single,Star,2018 Promotion,false,2179.43,11,4,34,31894,3.090909090909091,2899.4545454545455,47841.0,0,0,true,false,31.4,Low Engagement,Low Value,not_churned,,0.07272008430893964,0,Low Risk
270909,Male,College,Single,Star,Standard,false,2188.66,24,12,30,42261,1.25,1760.875,42261.0,477,1,true,true,40.34,Low Engagement,Low Value,not_churned,,0.048839491828578066,0,Low Risk
204111,Male,College,Single,Star,Standard,true,2188.66,24,2,3,6164,0.125,256.8333333333333,6164.0,1062,2,true,true,11.63,Very Low Engagement,Low Value,churned,8,0.05422898484780091,0,Low Risk
530833,Male,College,Married,Star,Standard,false,2189.64,24,16,43,71789,1.7916666666666667,2991.2083333333335,71789.0,1347,2,true,true,81.45,Highly Engaged,Low Value,not_churned,,0.06204007130233296,0,Low Risk
403893,Male,College,Married,Star,Standard,false,2189.64,24,12,34,58318,1.4166666666666667,2429.9166666666665,58318.0,1163,2,true,true,53.4,Engaged,Low Value,not_churned,,0.07006063763684268,0,Low Risk
329692,Male,College,Single,Star,Standard,false,2191.13,24,15,34,57358,1.4166666666666667,2389.9166666666665,57358.0,672,1,true,true,61.67,Engaged,Low Value,not_churned,,0.06398268354488226,0,Low Risk
571964,Female,College,Single,Star,Standard,false,2194.67,24,14,40,64833,1.6666666666666667,2701.375,64833.0,0,0,true,false,68.9,Engaged,Low Value,not_churned,,0.08519741470627461,0,Low Risk
892273,Female,College,Single,Star,Standard,false,2194.67,24,0,0,0,0.0,0.0,0.0,0,0,false,false,0.0,Very Low Engagement,Low Value,not_churned,,0.056401256734703295,0,Low Risk
342554,Male,College,Single,Star,Standard,false,2195.3,24,12,34,44729,1.4166666666666667,1863.7083333333333,44729.0,1390,3,true,true,45.16,Low Engagement,Low Value,not_churned,,0.056401256734703295,0,Low Risk
127645,Male,College,Single,Star,Standard,false,2195.3,24,17,42,67827,1.75,2826.125,67827.0,1489,3,true,true,81.63,Highly Engaged,Low Value,not_churned,,0.05267192658730135,0,Low Risk
459683,Female,College,Single,Star,Standard,false,2195.91,24,9,28,48480,1.1666666666666667,2020.0,48480.0,1004,2,true,true,38.24,Low Engagement,Low Value,not_churned,,0.10270739045881608,1,Moderate Risk
634727,Female,College,Single,Star,Standard,false,2195.91,24,9,34,46495,1.4166666666666667,1937.2916666666667,46495.0,0,0,true,false,42.13,Low Engagement,Low Value,not_churned,,0.056401256734703295,0,Low Risk
805377,Male,College,Married,Star,Standard,false,2199.52,24,11,25,34934,1.0416666666666667,1455.5833333333333,34934.0,0,0,true,false,32.76,Low Engagement,Low Value,not_churned,,0.1087357523144092,1,Moderate Risk
211549,Male,College,Single,Star,Standard,false,2199.62,24,15,46,80751,1.9166666666666667,3364.625,80751.0,570,1,true,true,82.83,Highly Engaged,Low Value,not_churned,,0.05124526837489928,0,Low Risk
948783,Female,College,Single,Star,Standard,false,2199.62,24,14,35,49946,1.4583333333333333,2081.0833333333335,49946.0,1783,4,true,true,54.66,Engaged,Low Value,not_churned,,0.016095185637602507,0,Low Risk
912420,Male,College,Single,Star,Standard,false,2199.74,24,17,38,62526,1.5833333333333333,2605.25,62526.0,1861,4,true,true,74.8,Engaged,Low Value,not_churned,,0.09953464808613798,0,Low Risk
630588,Male,College,Single,Star,Standard,false,2199.74,24,17,51,90358,2.125,3764.9166666666665,90358.0,0,0,true,false,92.7,Highly Engaged,Low Value,not_churned,,0.04119596252965255,0,Low Risk
439900,Male,College,Married,Star,Standard,false,2202.34,24,17,53,81311,2.2083333333333335,3387.9583333333335,81311.0,767,2,true,true,92.34,Highly Engaged,Low Value,not_churned,,0.04258949747716056,0,Low Risk
295205,Female,College,Single,Star,Standard,false,2203.44,24,9,31,46471,1.2916666666666667,1936.2916666666667,46471.0,1084,2,true,true,39.29,Low Engagement,Low Value,not_churned,,0.042196318145428915,0,Low Risk
748055,Female,College,Single,Star,Standard,false,2203.44,24,14,35,49628,1.4583333333333333,2067.8333333333335,49628.0,733,2,true,true,54.42,Engaged,Low Value,not_churned,,0.04933229813357522,0,Low Risk
163639,Male,College,Single,Star,Standard,false,2203.59,24,13,44,64471,1.8333333333333333,2686.2916666666665,64471.0,2210,5,true,true,69.36,Engaged,Low Value,not_churned,,0.0874799828467075,0,Low Risk
867532,Female,College,Divorced,Star,Standard,false,2213.19,24,6,17,33723,0.7083333333333334,1405.125,33723.0,426,1,true,true,24.62,Very Low Engagement,Low Value,not_churned,,0.04213308727440399,0,Low Risk
800998,Female,College,Divorced,Star,Standard,false,2213.19,24,1,4,5648,0.16666666666666666,235.33333333333334,5648.0,0,0,true,false,11.07,Very Low Engagement,Low Value,not_churned,,0.056401256734703295,0,Low Risk
697272,Male,College,Single,Star,Standard,false,2215.91,24,13,36,44581,1.5,1857.5416666666667,44581.0,1100,2,true,true,49.47,Low Engagement,Low Value,not_churned,,0.06603541737429346,0,Low Risk
432592,Male,College,Single,Star,Standard,false,2215.91,24,15,42,48799,1.75,2033.2916666666667,48799.0,1781,3,true,true,64.42,Engaged,Low Value,not_churned,,0.020102640927420486,0,Low Risk
169948,Female,College,Single,Star,Standard,false,2215.91,24,18,51,83665,2.125,3486.0416666666665,83665.0,560,1,true,true,93.97,Highly Engaged,Low Value,not_churned,,0.10803744966126116,1,Moderate Risk
623008,Male,College,Divorced,Star,Standard,false,2217.66,24,4,14,22900,0.5833333333333334,954.1666666666666,22900.0,0,0,true,false,19.48,Very Low Engagement,Low Value,not_churned,,0.08339472547578017,0,Low Risk
127966,Female,College,Divorced,Star,Standard,false,2217.66,24,14,31,52634,1.2916666666666667,2193.0833333333335,52634.0,0,0,true,false,52.56,Engaged,Low Value,not_churned,,0.1563767083387402,1,Moderate Risk
498030,Male,College,Married,Star,Standard,false,2220.0,24,12,31,46905,1.2916666666666667,1954.375,46905.0,554,1,true,true,43.5,Low Engagement,Low Value,not_churned,,0.056401256734703295,0,Low Risk
267428,Male,College,Married,Star,Standard,false,2220.0,24,14,33,59994,1.375,2499.75,59994.0,940,2,true,true,59.01,Engaged,Low Value,not_churned,,0.026143653975102234,0,Low Risk
678514,Male,College,Married,Star,Standard,false,2220.19,24,15,32,42721,1.3333333333333333,1780.0416666666667,42721.0,389,1,true,true,51.05,Engaged,Low Value,not_churned,,0.0303592449931685,0,Low Risk
194640,Male,College,Married,Star,Standard,false,2220.19,24,14,43,58434,1.7916666666666667,2434.75,58434.0,368,1,true,true,68.17,Engaged,Low Value,not_churned,,0.052356554192839515,0,Low Risk
803830,Female,College,Single,Star,Standard,false,2221.36,24,9,27,36273,1.125,1511.375,36273.0,1007,2,true,true,31.96,Low Engagement,Low Value,not_churned,,0.06942491528822901,0,Low Risk
986086,Female,College,Single,Star,Standard,false,2221.36,24,13,42,65707,1.75,2737.7916666666665,65707.0,1684,3,true,true,68.17,Engaged,Low Value,not_churned,,0.056401256734703295,0,Low Risk
614379,Male,College,Single,Star,Standard,false,2222.87,24,12,38,62525,1.5833333333333333,2605.2083333333335,62525.0,1310,3,true,true,59.95,Engaged,Low Value,not_churned,,0.04218813663588923,0,Low Risk
462803,Male,College,Single,Star,Standard,false,2222.87,24,12,34,51313,1.4166666666666667,2138.0416666666665,51313.0,444,1,true,true,49.0,Low Engagement,Low Value,not_churned,,0.08600453123962347,0,Low Risk
721377,Male,College,Single,Star,Standard,false,2224.09,24,16,45,87120,1.875,3630.0,87120.0,2450,4,true,true,86.15,Highly Engaged,Low Value,not_churned,,0.03042686110092681,0,Low Risk
434215,Male,College,Single,Star,Standard,false,2224.56,24,11,26,38145,1.0833333333333333,1589.375,38145.0,1255,2,true,true,34.38,Low Engagement,Low Value,not_churned,,0.06715340075552602,0,Low Risk
536671,Male,College,Single,Star,Standard,false,2224.77,24,17,50,77124,2.0833333333333335,3213.5,77124.0,0,0,true,false,90.5,Highly Engaged,Low Value,not_churned,,0.10842694725754651,1,Moderate Risk
970746,Male,College,Single,Star,Standard,false,2224.77,24,19,58,84866,2.4166666666666665,3536.0833333333335,84866.0,355,1,true,true,96.71,Highly Engaged,Low Value,not_churned,,0.03930196710892031,0,Low Risk
185919,Female,College,Married,Star,Standard,false,2226.59,24,17,53,68075,2.2083333333333335,2836.4583333333335,68075.0,458,1,true,true,88.46,Highly Engaged,Low Value,not_churned,,0.11958379633031943,1,Moderate Risk
247680,Male,Master,Married,Star,Standard,false,2227.07,24,12,25,38420,1.0416666666666667,1600.8333333333333,38420.0,1407,3,true,true,35.75,Low Engagement,Low Value,not_churned,,0.059779799321525405,0,Low Risk
313185,Female,Master,Married,Star,Standard,false,2227.07,24,12,29,44817,1.2083333333333333,1867.375,44817.0,1484,3,true,true,40.87,Low Engagement,Low Value,not_churned,,0.04505896691907705,0,Low Risk
203577,Female,Master,Married,Star,Standard,false,2227.07,24,13,32,42645,1.3333333333333333,1776.875,42645.0,0,0,true,false,44.6,Low Engagement,Low Value,not_churned,,0.06201494342650488,0,Low Risk
